pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.313193,0.251002,0.110766,0.32504,-6.75002,-5.49548,3.14503,-3.82269,-9.93535,5.28116,-6.80354,3.46744,0.519201,4.78706e-05,4.78706e-05,0.100998,3.16929,-0.377657,-0.377657,5.65418,3.82663,-0.0795295,-0.0795295,0.345914,1.13183,-0.47126,-0.47126,0.24286,-7943.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.295664,0.0778451,0.394049,0.232442,2.14784,-2.98274,8.92545,-3.11331,-3.22746,0.541494,-5.13762,6.52768,0.00905109,0.0770954,0.0770954,0.0165002,0.000747253,-1.19933,-1.19933,1.16773,0.280866,-0.452318,-0.452318,0.681359,0.0561045,-0.56266,-0.56266,3.25828,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.38949,0.000594915,0.320711,0.289205,0.942423,4.29252,-1.64361,-2.76156,-4.53448,-5.16208,-2.89635,8.03807,0.000602092,-0.150331,-0.150331,2.02634,0.707782,-0.0180924,-0.0180924,0.000160713,1.02506,-0.475254,-0.475254,0.9631,3.76221,-0.083038,-0.083038,1.44126,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.249371,0.223829,0.266504,0.260296,-2.66497,-4.37781,-4.10849,-7.48245,8.11415,-2.45707,-4.11193,-2.5224,0.00234441,-0.483741,-0.483741,0.598302,0.102534,1.45109,1.45109,0.220527,1.04565,0.0687406,0.0687406,0.010906,0.161247,-0.339876,-0.339876,1.68362,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.299887,0.262222,0.221112,0.216779,-5.49382,-6.28663,9.70037,9.37516,-0.861533,7.39445,5.47286,-7.47336,1.56948,0.0564613,0.0564613,2.63434,3.10919,0.746489,0.746489,1.31569,0.121199,-4.20678,-4.20678,0.00878177,0.0266235,-0.112622,-0.112622,1.71218,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.281492,0.255411,0.0290346,0.434063,-5.31851,2.25915,8.09261,-7.5496,-8.39395,4.35934,-4.07235,-5.54317,0.119031,-3.01466,-3.01466,0.0409999,1.66103,0.0363347,0.0363347,4.67827,2.07354,-1.52951,-1.52951,0.00832245,3.06976,0.207748,0.207748,0.0265513,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.226107,0.299131,0.250383,0.224378,-3.28959,-0.434719,-6.90885,-8.69914,5.66968,1.52176,-0.22125,3.20475,2.29237,-0.0502234,-0.0502234,3.79622,0.163155,0.84907,0.84907,0.00957417,0.565428,-0.123855,-0.123855,1.80634,0.0213408,0.109414,0.109414,0.208122,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0178021,0.465693,0.311604,0.204901,-3.42566,-6.93947,2.45401,-4.32825,4.68245,8.02794,-8.5467,-4.87087,0.032191,1.37455,1.37455,0.828322,0.0566166,-0.19976,-0.19976,2.829,1.2743,0.0711982,0.0711982,0.120242,0.85859,0.0742437,0.0742437,0.0690669,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.413818,0.110237,0.423068,0.0528768,3.35039,2.43852,1.3617,-6.89025,-1.91092,-6.14274,-6.83469,-2.91318,0.762618,2.20983,2.20983,0.000276243,0.149882,0.450867,0.450867,7.03199e-05,6.23369,0.878793,0.878793,0.0869072,1.0462,0.403269,0.403269,0.000581725,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.416953,0.0768562,0.316833,0.189357,0.642117,-2.07268,-3.70968,-1.80066,6.69753,8.79941,5.86919,5.75456,1.16638,-0.0489373,-0.0489373,0.554695,0.0302724,0.0316862,0.0316862,0.0130387,0.408594,1.49801,1.49801,0.174737,0.0927047,0.530972,0.530972,0.914851,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.520825,0.253677,0.114752,0.110746,3.46318,-4.1592,-1.5403,-5.10628,5.93565,7.20335,-0.21881,-8.81919,0.594938,-1.56188,-1.56188,1.5205,1.28703,0.270436,0.270436,1.32379,0.250057,1.14395,1.14395,0.749012,1.83134,0.253266,0.253266,0.290203,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.11961,0.237765,0.336653,0.305972,-2.34622,-0.507178,-4.68329,-3.20975,-7.47617,9.31591,7.86115,2.57238,0.0135392,0.0246812,0.0246812,0.558861,0.00229283,0.286456,0.286456,0.123628,0.916598,-0.476872,-0.476872,1.01057,0.0991378,-0.980889,-0.980889,0.642888,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.186046,0.352144,0.368109,0.0937013,7.09438,-3.96582,0.888172,2.33751,0.401055,-9.38297,-1.36804,-7.33551,1.20496,0.570974,0.570974,3.51136,0.155469,-1.5784,-1.5784,0.0214348,0.00544598,0.13631,0.13631,0.0083809,0.697102,-0.842306,-0.842306,0.118224,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.184316,0.264981,0.232068,0.318636,1.33922,-4.67869,-2.34259,0.810606,9.14428,4.91607,3.45528,-2.94652,1.87833,-0.530532,-0.530532,0.131364,0.949929,0.252786,0.252786,0.308789,0.067672,-0.769688,-0.769688,1.35396,1.22987,1.89903,1.89903,1.61286,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0112313,0.364686,0.136236,0.487847,6.09588,-7.35544,8.0625,1.3836,-4.50973,6.74876,1.75614,4.20034,1.94844,0.1857,0.1857,0.0224339,0.0575712,-0.0947081,-0.0947081,0.0260225,1.14326,0.414993,0.414993,0.736742,4.84254,0.0320306,0.0320306,0.320075,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.3971,0.114337,0.0795929,0.40897,2.34172,9.11451,-7.18891,2.9893,-0.711503,-0.828343,-4.47387,-2.98342,0.646679,0.140372,0.140372,2.30556,0.00789535,1.1055,1.1055,0.323392,0.240278,-0.124766,-0.124766,0.0198879,0.0848706,0.268616,0.268616,0.347195,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.155454,0.260487,0.14635,0.437709,5.48532,-6.08092,3.21266,6.68707,4.97762,8.95702,-8.61379,-9.819,1.11528,-0.268349,-0.268349,0.952542,1.68606,-0.35555,-0.35555,1.94173,1.30583,0.120057,0.120057,3.1625,5.08839,0.103064,0.103064,0.114206,-16738.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44337,0.104284,0.435247,0.0170989,9.39933,1.87609,-6.39587,-7.2423,-9.18776,-3.23378,-3.61665,8.23327,0.507698,0.287724,0.287724,0.0565409,0.327814,-0.153657,-0.153657,0.0598488,0.649629,0.875995,0.875995,0.658892,0.600812,-0.152345,-0.152345,0.00167763,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.324637,0.312075,0.190715,0.172573,-6.71111,-3.20599,5.09302,-3.99011,-4.69914,-0.186687,0.0327736,-4.16549,4.73448,0.804359,0.804359,0.00240689,0.00207373,-2.28018,-2.28018,0.718335,1.23612,-0.245289,-0.245289,3.4897,1.14062,-0.286887,-0.286887,1.60328,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.366567,0.0639524,0.147642,0.421838,1.73196,5.04699,5.42402,0.965842,2.53635,-6.43468,-1.92996,9.92117,0.604329,0.328524,0.328524,0.275825,5.26714e-05,1.08339,1.08339,0.269953,0.000482731,0.158383,0.158383,0.27296,4.57398e-05,-0.24012,-0.24012,0.590883,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.119042,0.183242,0.391611,0.306106,4.65066,1.88389,8.67337,-1.04339,6.1461,4.15013,2.57615,0.900849,2.11964,0.114701,0.114701,2.94316,1.34882,0.0364786,0.0364786,0.580686,0.451848,2.12943,2.12943,0.244864,0.575272,0.798903,0.798903,0.403628,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.234398,0.0251555,0.316669,0.423777,-4.40207,8.98769,8.96664,8.54728,-7.65704,-2.8207,2.31757,3.22684,0.20223,-0.109296,-0.109296,0.0242614,4.42358,1.39178,1.39178,0.47159,2.08131,1.17156,1.17156,0.0466303,3.29304,1.76679,1.76679,3.29933,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.493899,0.0759916,0.019935,0.410174,-2.51271,-3.46685,1.41758,-7.67629,6.24658,-8.90337,7.78703,-9.32169,5.45629,-0.324118,-0.324118,0.0569765,0.0329651,2.28554,2.28554,0.846247,0.179559,1.22799,1.22799,0.406862,1.38032,-1.89057,-1.89057,1.13308,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0471141,0.391501,0.531103,0.0302815,-1.85256,-2.78843,-2.93751,-3.80999,-4.67957,-3.57445,0.850614,9.93567,0.299338,-0.328123,-0.328123,2.12512,0.00160603,1.14944,1.14944,0.321944,0.102383,-0.433777,-0.433777,0.97098,0.0768533,0.521898,0.521898,0.834816,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.225794,0.130549,0.00629445,0.637362,2.04762,-0.0121573,-2.02359,8.83337,-4.66128,5.39538,9.24779,4.66238,6.67067,1.42389,1.42389,0.0321024,1.3765,-0.283676,-0.283676,0.528415,1.69182,-1.30003,-1.30003,0.0792737,0.00455161,0.144185,0.144185,2.14196,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.330046,0.344681,0.193793,0.13148,7.6572,-4.85238,-6.58178,4.96383,7.71904,-4.80417,6.1154,-0.876942,1.22863,-0.0527238,-0.0527238,0.016377,0.0612336,-0.253103,-0.253103,1.6704,4.54652,-0.862783,-0.862783,0.0563313,1.22271,0.520842,0.520842,0.657618,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.155224,0.0452109,0.328762,0.470803,1.1762,-0.520518,-7.61116,0.0486755,7.40547,0.523342,-5.19726,-6.97626,0.546137,-0.218208,-0.218208,0.967548,0.700835,0.00249574,0.00249574,0.111881,3.84799,1.3621,1.3621,0.00403657,0.00634797,0.291918,0.291918,1.30116,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.278287,0.293406,0.276462,0.151845,5.45925,0.701164,3.98377,-4.27923,-8.22463,-0.0826698,-3.73468,-1.52254,0.657171,-0.933339,-0.933339,1.50938,0.687893,0.133186,0.133186,4.85123,0.00122581,0.688627,0.688627,0.173406,0.672554,-0.201314,-0.201314,1.27233,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.258422,0.334081,0.289363,0.118133,4.49262,9.63191,-0.583811,4.40554,-8.62975,5.99045,6.50287,4.09638,0.202785,-0.347418,-0.347418,0.0244707,0.295249,0.17434,0.17434,10.7986,9.17801e-05,0.0402769,0.0402769,0.0557433,0.0137996,1.45277,1.45277,0.00331311,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.245493,0.446135,0.298031,0.0103412,-7.50011,-5.97698,-0.67016,1.76522,-1.02287,5.63635,8.56234,3.58488,0.735417,0.17213,0.17213,0.411381,0.094671,-0.129903,-0.129903,0.108246,0.0263452,0.0252096,0.0252096,0.152855,0.598446,0.371491,0.371491,0.548189,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.210171,0.297445,0.189818,0.302567,-5.9486,-0.68426,7.13626,7.61286,-3.66564,6.21431,9.35402,-4.08892,4.48559,0.616298,0.616298,0.0549867,0.338979,-0.873149,-0.873149,3.6002,4.27873,-2.45435,-2.45435,0.851878,0.126442,-0.329404,-0.329404,0.127744,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.253122,0.227652,0.0503349,0.468891,-4.17657,0.131587,-5.07161,0.899279,6.61912,-2.20786,-7.19345,5.30703,0.18514,-0.20184,-0.20184,4.81842,5.25206,1.56694,1.56694,0.00411896,1.54496,-2.39594,-2.39594,0.452824,0.394708,1.11591,1.11591,3.00728,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0613993,0.213671,0.551296,0.173633,0.631267,-7.06815,-7.08875,4.64831,8.20278,-5.56271,-2.33682,7.91469,0.448939,0.59352,0.59352,1.72097,0.700931,-0.913612,-0.913612,0.84501,0.624631,0.020203,0.020203,1.58446,0.170209,1.48747,1.48747,0.847146,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.389444,0.491256,0.0276003,0.0916991,8.44257,3.29971,5.75367,-2.09556,4.86893,1.61153,-6.26341,-0.58503,0.367878,0.86817,0.86817,1.61103,0.408494,0.964595,0.964595,1.15208,2.48564,3.92603,3.92603,5.97059,0.00828183,0.777319,0.777319,2.20661,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.256615,0.298291,0.245324,0.199769,-5.08136,1.27524,-8.43167,7.74096,9.26412,4.61853,-3.40348,-4.59027,0.009099,0.700266,0.700266,0.220798,1.32299,3.83874,3.83874,1.3264,0.0283444,-0.0436386,-0.0436386,0.743567,3.30387,0.00958331,0.00958331,1.93004,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.280006,0.218337,0.338696,0.162961,1.88751,-3.43682,0.0986815,-6.89751,0.683007,-2.09878,-7.27255,-1.80501,0.273804,-0.260335,-0.260335,0.117082,1.47658,-0.515892,-0.515892,0.321351,0.356882,-0.150976,-0.150976,0.0203747,1.71761,-0.016899,-0.016899,1.3358,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0548728,0.398636,0.319489,0.227002,-2.75491,-8.60213,2.92787,-5.22753,6.87075,-6.13222,6.99806,6.00441,0.239661,0.302837,0.302837,0.306644,0.185049,-0.925621,-0.925621,0.106756,1.88521,-0.976837,-0.976837,0.637864,0.224347,-0.237092,-0.237092,1.08016,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.00170785,0.272435,0.413251,0.312606,-3.22185,7.21718,1.55663,0.973067,2.33251,-7.48615,3.20901,6.05814,0.00883204,-0.217302,-0.217302,1.36636,0.106415,0.791361,0.791361,4.2288,6.86456,-1.08174,-1.08174,0.969472,0.337468,0.0789759,0.0789759,0.0878118,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.140462,0.268164,0.180872,0.410502,5.3971,7.84624,-7.29434,-5.98581,-0.938945,6.26959,0.735767,-8.35027,0.0305133,2.13762,2.13762,0.197005,0.127854,0.27565,0.27565,0.513153,1.15727,-0.056524,-0.056524,0.00269744,0.352657,-0.135907,-0.135907,0.32831,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0730509,0.443551,0.0794675,0.40393,8.34268,2.03382,3.42642,-9.68754,-4.41655,-8.25317,-7.84469,6.72752,0.625578,0.378888,0.378888,0.186951,0.289282,-0.849862,-0.849862,0.80809,0.0106422,1.72352,1.72352,0.0784838,0.0871662,0.0061829,0.0061829,0.0407513,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.150289,0.343397,0.233922,0.272392,-2.41744,6.46735,-4.29959,9.74914,0.609886,-0.728646,-2.22975,0.702976,1.43941,0.168999,0.168999,3.24201,0.0865533,0.539547,0.539547,2.38428,0.309943,-0.666679,-0.666679,0.72398,0.979808,2.099,2.099,2.09244,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.101262,0.28482,0.35166,0.262258,1.95177,-0.268725,-9.86287,-8.80368,5.3219,3.15946,5.31748,4.73274,0.124108,-0.196471,-0.196471,0.338781,1.3002,-0.0162052,-0.0162052,2.97552,0.133921,-1.6008,-1.6008,1.99203,0.221843,1.03311,1.03311,1.80408,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.224634,0.419565,0.204318,0.151483,9.71284,0.140442,-9.37523,-2.39166,-0.30201,-7.54877,0.200163,8.99367,0.745806,0.0876754,0.0876754,0.628696,0.210124,0.231005,0.231005,3.46564,1.68934,-0.0391197,-0.0391197,2.45422,0.0287405,0.0469223,0.0469223,0.0465395,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.280749,0.115632,0.104092,0.499528,-8.07722,3.74847,9.03825,2.22223,-7.98503,-8.99991,-5.71505,5.20428,0.202915,0.0633999,0.0633999,0.0131128,0.000189273,-0.296349,-0.296349,0.126398,1.12097,-0.204281,-0.204281,3.48626,0.33071,0.929695,0.929695,0.0269618,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0233869,0.00169598,0.128073,0.846845,9.71277,-7.80285,-7.64491,1.70498,-1.12307,8.87612,-6.13269,7.18134,1.28413,0.220816,0.220816,0.697079,1.77604,-0.792502,-0.792502,6.67898,0.204175,-1.64473,-1.64473,0.00298899,0.355508,1.61597,1.61597,0.13465,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.418103,0.242105,0.320117,0.0196741,3.91768,-9.81476,-5.41939,-7.21234,9.10215,-9.57794,-1.6722,8.57788,0.0218108,-1.28747,-1.28747,0.431583,0.0284483,0.103833,0.103833,0.600676,0.00156254,-0.197228,-0.197228,0.0413743,1.15304,-0.217268,-0.217268,0.545891,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.327542,0.144976,0.333966,0.193516,2.91402,-1.48416,1.99765,-6.86562,-6.42818,-1.13835,9.78014,0.31656,0.658753,2.26476,2.26476,0.471865,0.369827,-0.690343,-0.690343,6.9003,0.699032,0.977122,0.977122,0.726204,0.334962,-0.572977,-0.572977,0.790492,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.00880993,0.349907,0.614876,0.026407,3.39517,-9.63378,4.11397,-6.97094,4.77805,-3.54115,-6.77648,8.03244,2.30981,-0.0189191,-0.0189191,0.172046,0.323528,-1.28903,-1.28903,0.00165178,0.035917,0.0101361,0.0101361,0.0703156,0.0019812,0.124422,0.124422,1.79169,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.343491,0.352951,0.298261,0.00529701,-2.70637,7.00043,2.92187,0.900129,4.16585,8.53717,-8.89433,3.8409,0.776657,-0.094482,-0.094482,0.18446,0.0272382,-0.123382,-0.123382,0.117773,0.792006,0.400672,0.400672,1.63771,2.44315,-0.723042,-0.723042,0.00100559,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
